Solv method: LOS_LUsq
Nevyazka: 6.95974e-08
0.000000002776955232	1.00e+00	
0.000000005553909877	2.00e+00	
0.000000005553910174	3.00e+00	
0.000000005553909974	4.00e+00	
0.000000005553910234	5.00e+00	
0.000000005553910038	6.00e+00	
0.000000005553910326	7.00e+00	
0.000000005553910154	8.00e+00	
0.000000002776955223	9.00e+00	
0.000000005553910124	1.00e+01	
0.000000011107819673	1.10e+01	
0.000000011107819832	1.20e+01	
0.000000011107819462	1.30e+01	
0.000000011107819576	1.40e+01	
0.000000011107819497	1.50e+01	
0.000000011107819663	1.60e+01	
0.000000011107819496	1.70e+01	
0.000000005553910165	1.80e+01	
0.000000005553910038	1.90e+01	
0.000000011107819675	2.00e+01	
0.000000011107819333	2.10e+01	
0.000000011107819477	2.20e+01	
0.000000011107819157	2.30e+01	
0.000000011107819308	2.40e+01	
0.000000011107819279	2.50e+01	
0.000000011107819674	2.60e+01	
0.000000005553909843	2.70e+01	
0.000000005553910184	2.80e+01	
0.000000011107819455	2.90e+01	
0.000000011107819807	3.00e+01	
0.000000011107819139	3.10e+01	
0.000000011107819312	3.20e+01	
0.000000011107819260	3.30e+01	
0.000000011107819340	3.40e+01	
0.000000011107819489	3.50e+01	
0.000000005553909767	3.60e+01	
0.000000002776955256	3.70e+01	
0.000000005553910101	3.80e+01	
0.000000005553909939	3.90e+01	
0.000000005553909932	4.00e+01	
0.000000005553910031	4.10e+01	
0.000000005553909865	4.20e+01	
0.000000005553910007	4.30e+01	
0.000000005553909987	4.40e+01	
0.000000002776955107	4.50e+01	
1.000000005929020608	4.50e+01	
1.000000008666430018	4.60e+01	
1.000000009179929483	4.70e+01	
1.000000009243509069	4.80e+01	
1.000000009251333033	4.90e+01	
1.000000009243511068	5.00e+01	
1.000000009179928151	5.10e+01	
1.000000008666431350	5.20e+01	
1.000000005929021718	5.30e+01	
1.000000008657499162	5.40e+01	
1.000000013503244300	5.50e+01	
1.000000014150249417	5.60e+01	
1.000000014202807153	5.70e+01	
1.000000014213936028	5.80e+01	
1.000000014202804266	5.90e+01	
1.000000014150252969	6.00e+01	
1.000000013503239416	6.10e+01	
1.000000008657506045	6.20e+01	
1.000000009107428367	6.30e+01	
1.000000014097294887	6.40e+01	
1.000000014799260484	6.50e+01	
1.000000014855396024	6.60e+01	
1.000000014866125442	6.70e+01	
1.000000014855400243	6.80e+01	
1.000000014799256709	6.90e+01	
1.000000014097299550	7.00e+01	
1.000000009107427923	7.10e+01	
1.000000008657502937	7.20e+01	
1.000000013503246077	7.30e+01	
1.000000014150249861	7.40e+01	
1.000000014202808707	7.50e+01	
1.000000014213933586	7.60e+01	
1.000000014202808707	7.70e+01	
1.000000014150247196	7.80e+01	
1.000000013503236973	7.90e+01	
1.000000008657506489	8.00e+01	
1.000000005929018831	8.10e+01	
1.000000008666429352	8.20e+01	
1.000000009179931038	8.30e+01	
1.000000009243513954	8.40e+01	
1.000000009251335475	8.50e+01	
1.000000009243512844	8.60e+01	
